niveau,genre,sentiment_global,confiance_adultes,sentiment_securite,participation_projets,liberte_expression,ecoute_et_soutien,envie_venir,relation_famille_etab,confiance_dialogue_extrait,projets_participes,lieux_expression_libre,changements_souhaites,moments_agreables,moments_desagreables,lieux_agreables,lieux_desagreables
4e,Garçon,1,1,2,0,1,1,1,2,[],"['MUN', 'sport']",[],['climatisateurs'],[],[],"['CCC', 'cour']","['Permanence', 'salles']"
4e,Fille,2,2,2,2,2,2,2,3,"['écoute', 'bienveillance']",['art et culture'],['bureau'],[],['parler avec mes amis'],[],[],[]
4e,Garçon,2,1,2,0,2,2,1,1,"['considération', 'tolérance']",[],[],[],[],[],['CCC'],[]
4e,Fille,0,1,1,1,0,0,0,0,['non'],['MUN'],['non'],['non'],['avec mes amis'],[],['classe'],['cantine']
4e,Garçon,2,1,2,0,0,0,1,3,[],[],[],"['gestion', 'heures', 'creuses']",['pause méridienne'],['permanence'],['plateau sportif'],['cour']
3e,Fille,1,1,1,0,0,1,1,2,"['écoute', 'compréhension']",[],[],"['méthode', 'horaires', 'devoirs', 'activités', 'code', 'défense']",['samedi'],['7h45 de lundi à vendredi'],[],"['toilettes', 'vie scolaire', 'cpe', 'cantine']"
4e,Fille,3,2,2,2,2,2,2,3,"['écoute', 'problèmes']",[],[],"['écoute', 'promesses']","['pauses', 'cours divertissants']","['cours', ""professeurs qui n'écoutent pas""]","['cantine', 'salle']",['cours']
4e,Garçon,2,1,2,0,1,0,0,0,['vérité'],[],[],['écoute'],[],[],['média'],['perm']
6e,Fille,2,1,2,2,0,2,1,2,[],['MUN'],"['vie scolaire', 'école']",['climatisation'],['bon moment avec profs et camarades'],['ambiance tendue en classe'],['cour'],[]
4e,Fille,2,2,3,3,1,2,2,2,"['amabilité', 'agréabilité']",[],[],"['stricte', 'respectueux', 'écoute']",['moments entre amis'],[],"['cour', 'plateau']",['bureau']
4e,Fille,2,2,2,2,2,2,2,2,[],[],[],[],[],[],[],[]
3e,Garçon,3,2,1,2,1,0,2,2,['respect'],"['MUN', 'sport']",['cour'],"['environnement', 'espaces', 'fontaines', 'climatisation', 'ventilateurs']",['échanges drôles'],"[""professeur s'énerve""]","['salle', 'cour']",['classes']
4e,Fille,2,3,3,3,2,2,2,2,"['gentillesse', 'amabilité', 'confiance', 'affinités']","['MUN', 'environnement et solidarité', ""vie de l'établissement"", 'art et culture']",[],"['horaire', 'évaluations']","['heures creuses', 'cours préférés', 'récréations', 'pause méridienne']",[],"['CCC', 'salles', 'escalier']","['salles', 'salles', 'salles', 'salles', 'salles']"
4e,Garçon,2,2,2,3,1,1,0,2,['confiance'],['environnement et solidarité'],['non'],['bancs'],['amis'],['instants avant examens'],"['terrain', 'foyer']",['cours']
4e,Garçon,1,1,1,0,0,0,1,0,[],"['MUN', 'projet pédagogiques', 'environnement et solidarité', ""vie de l'établissement""]",['CPE'],"['cantine', 'espace', 'tables', 'nourriture', 'organisation', 'surveillants']","['établissement', 'professeurs', 'personnels']","['injustices', 'punitions', 'cantine']","['cour', 'CCC', 'salle', 'espaces']",['cantine']
6e,Fille,2,2,2,2,1,1,0,2,[],"['sport', 'interclass']",[],"['banc', 'ombre']",[],[],['bancs'],[]
6e,Garçon,2,2,2,0,1,1,2,3,"['compréhension', 'écoute', 'patience', 'crédibilité']",[],[],"['comportement', 'profs', 'AED', 'CPE']",[],[],[],[]
6e,Fille,2,1,2,1,1,1,2,2,"['motivation', 'joie', 'animation', 'liens']",['sport'],"['art plastique', 'musique']","['acceptation', 'compréhension', 'écoute', 'bonté']","['détente', 'compétition', 'ambiance', 'soirée', 'rire', 'histoires', 'vacances', 'fin évaluation', 'réussite']","['travail', 'élèves méchants', 'actes cruels', 'cours long', 'devoirs', 'solitude']","['recréation', 'CCC', 'foyer', 'terrain']",[]
5e,Fille,1,2,3,3,0,0,1,2,[],[],[],[],[],[],[],[]
6e,Garçon,2,1,3,3,3,3,3,3,,,,,,,,
4e,Garçon,2,2,2,3,2,2,3,2,[],"[""vie de l'établissement""]",[],['climatisation'],"['amis', 'salle de détente']","['matin', 'après-midi']",['salle'],['classe']
5e,Fille,1,1,1,3,0,1,0,0,"['calme', 'respect']",['environnement et solidarité'],[],['harcèlement'],[],['gens qui crient'],['chambre'],['cpe']
3e,Fille,1,0,0,0,1,0,1,1,['non'],['sport'],['non'],[],['avec mes copains'],[],['foyer'],[]
6e,Fille,2,2,2,2,0,1,0,0,[],[],"['récré', 'classe']",[],[],[],[],[]
3e,Garçon,2,1,3,1,2,1,2,2,['non'],"['art et culture', ""vie de l'établissement"", 'MUN']",[],"['climatisation', 'obligations', 'vestimentaires', 'accès', 'fontaine', 'téléphones', 'horaires', 'pauses', 'aide', 'psychologique', 'engagements', 'organisation', 'sacs', 'toilettes', 'protections', 'relation', 'événements', 'badges']",[],['forte chaleur'],['salle'],[]
5e,Garçon,2,2,3,0,3,2,2,2,['écoute'],[],[],"['écoute', 'aide']",['amis'],['autres'],[],[]
3e,Fille,2,2,3,0,2,0,1,2,"['avis', 'écoute', 'dialogue']",['sport'],[],[],['récré'],['classe'],[],[]
6e,Garçon,2,3,3,1,1,2,2,3,"['raison', 'pédagogie']",['sport'],"['cour', 'cantine', 'permanence', 'C.C.C']",[],[],[],[],[]
5e,Fille,3,2,3,3,3,3,2,2,['non'],[],[],[],[],[],[],[]
4e,Garçon,2,0,1,0,0,1,0,2,"['respect', 'compréhension']",[],[],"['cours', 'utiles', 'histoire', 'événements']","['découverte', 'apprentissage', 'amis']",[],['cours'],['classe']
4e,Fille,2,0,0,2,1,1,0,3,[],['sport'],[],['respect'],['évaluation réussie'],['évaluation ratée'],['cour'],['permanence']
4e,Garçon,2,2,3,2,3,2,2,3,[],['sport'],"['classe', 'CPE']","['horaires', 'fatigue', 'rythme']",[],[],['cour'],['permanence']
5e,Garçon,2,2,3,1,0,2,1,2,[],[],[],[],[],[],[],[]
6e,Garçon,0,0,0,0,0,0,0,0,[],"['MUN', ""vie de l'établissement""]",['auditorium'],"['évènements', 'galas', 'charités']","[""cours d'anglais"", 'cours de français']",['évaluations'],"['allée', 'cantine']",['salles']
6e,Garçon,0,0,1,0,0,0,0,0,"['complicité', 'confiance', 'dialogue']",['projet pédagogiques'],"['cour', 'cours']","['enseignants', 'respect', 'complicité']","['entre amis', 'cours']","['enseignant strict', 'récréation']","['cour', 'médiathèque', 'permanence']",[]
